id1,id2,classic_score,match,confidence,explanation
a3,d285,0.7142857142857143,0,0.95,different title and year
d285,d907,0.7142857142857143,0,0.95,different title and year
a8,b8,0.6666666666666667,1,0.85,"same title and director, minor cast inconsistencies"
a11,b12,0.7250000000000001,1,0.9,"same title, director, and main cast"
b12,d981,0.7250000000000001,1,0.9,"same title and director, minor cast inconsistency"
a12,b13,0.7250000000000001,1,0.85,"same title and director, similar cast"
a14,b15,0.6666666666666667,1,0.8,"same title and director, overlapping cast"
a16,b18,0.6900000000000001,1,0.85,"same title and director, overlapping cast, but different and incomplete year information"
b18,d903,0.6666666666666667,0,0.6,"same title and director, but different cast and year"
a17,b1545,0.6682608695652175,0,0.95,different title and year
a17,d235,0.6782608695652175,0,0.95,different title and year
b1545,b19,0.6615942028985508,0,0.95,different title and year
b19,d235,0.6682608695652175,0,0.95,different title and year
b1545,d901,0.6682608695652175,0,0.95,different title and year
b1545,c1976,0.6532608695652175,0,0.95,different title and year
d235,d901,0.6782608695652175,0,0.95,different title and year
c1976,d235,0.656832298136646,0,0.95,different title and year
c1168,c1976,0.654927536231884,0,0.95,different title and year
a20,b22,0.7250000000000001,1,0.9,"same title, director, and most of the cast"
a23,b25,0.7250000000000001,1,0.85,"same title and director, minor cast inconsistencies"
a26,b27,0.6900000000000001,0,0.8,"same title and director, but different year and partially different cast"
a28,b30,0.65,1,0.75,"same title and director, but different cast and missing year in Record B"
a35,b37,0.6833333333333333,1,0.9,"same title and director, missing year in Record B"
a39,b40,0.7250000000000001,1,0.95,"same title, director and main cast"
a52,b54,0.65,1,0.9,"same title and director, year and cast differences can be due to incomplete or alternative data"
a59,b60,0.7250000000000001,1,0.95,"same title, director, and most of the cast"
a72,b72,0.6900000000000001,1,0.9,"same title, director, and partial cast match"
a84,b84,0.7250000000000001,1,0.9,"same title and director, minor cast inconsistency"
a85,b85,0.7250000000000001,1,0.9,"same title, director, and most of the cast"
a110,b109,0.7250000000000001,1,0.85,"same title, director, and most of the cast"
a116,a521,0.6971153846153846,0,0.95,different title and year
a521,b115,0.6721153846153847,0,0.95,different title and year
a120,b118,0.65,1,0.9,same title and director
a121,b119,0.6900000000000001,1,0.85,"same title and director, minor cast inconsistency"
a132,b127,0.7250000000000001,1,0.85,"same title, director, and most of the cast"
a138,b133,0.7250000000000001,1,0.9,"same title, director and main cast"
b133,d1001,0.7250000000000001,1,0.9,"same title, director, and most of the cast"
a141,b136,0.7250000000000001,1,0.9,"same title, director and main cast"
a165,c349,0.6570175438596492,0,0.95,different title and year
a184,b182,0.6900000000000001,1,0.85,"same title, director, and main cast members, minor inconsistency in cast and missing year in Record B"
b182,d936,0.6900000000000001,1,0.85,"same title and director, minor cast inconsistencies"
b194,d2876,0.6738709677419356,0,0.95,different title and year
c1961,d2876,0.6560931899641578,0,0.95,different title and year
a209,a604,0.6886904761904761,0,0.95,different title and year
a218,b214,0.7250000000000001,1,0.8,"same title, director, and main cast, minor year discrepancy"
a222,b217,0.65,1,0.8,"same title and director, different year and cast"
a222,c1934,0.65,1,0.85,"same title and director, minor year inconsistency"
a238,c1819,0.6730769230769231,0,0.95,different title
b235,c1819,0.6730769230769231,0,0.95,different title
c1819,c1864,0.6730769230769231,0,0.95,different title
a243,c1820,0.7149390243902439,1,0.85,"same title, director and most of the cast, minor year and director inconsistency"
a251,b248,0.65,1,0.75,"same title and director, but different cast and missing year in Record B"
a291,b285,0.67,1,0.85,"same title and director, year and cast differences but possible variations"
b304,d1684,0.7339285714285715,1,0.85,"same title and main cast, minor inconsistency in year and director"
c2635,d1684,0.7441216216216215,1,0.85,"same title and main cast, minor director and year inconsistencies"
a328,c2472,0.7230263157894737,1,0.85,"same title, director and main cast, minor year inconsistency"
a344,c2516,0.7325,1,0.85,"same title and director, minor year inconsistency and cast overlap"
a2757,a347,0.65,0,0.95,different title and year
a2757,b336,0.675,0,0.95,different title and year
b2520,b336,0.6599999999999999,0,0.95,different title and year
a352,c2312,0.7187834224598931,0,0.95,different title and year
c2217,c2312,0.7485047846889953,0,0.95,different title and year
b340,c809,0.6595238095238094,0,0.95,different title and year
c2503,c809,0.6625541125541125,0,0.95,different title and year
a356,d222,0.68,0,0.95,different title and year
a356,c1121,0.6572727272727272,0,0.95,different title and year
a360,c2360,0.7251315789473685,1,0.85,"same title and main cast, minor inconsistencies in year and director"
a400,b382,0.672,1,0.8,"same title and main cast members, minor inconsistencies in director's name and cast"
a411,b393,0.7250000000000001,0,0.85,"same title, director and main cast, but different year"
a412,b568,0.6886904761904761,0,0.95,different title and year
b394,b568,0.6886904761904761,0,0.95,different title and year
b568,c2375,0.6886904761904761,0,0.95,different title and year
a421,c2299,0.7125,1,0.8,"same title and director, minor year inconsistency"
a433,b413,0.6685483870967741,1,0.9,"same year, director, and main cast, minor title variation"
a435,b761,0.6955882352941176,0,0.95,different title and year
b415,b761,0.7205882352941175,0,0.95,different title and year
b415,c3055,0.6569518716577539,0,0.95,different title and year
a440,b419,0.6900000000000001,1,0.85,"same title and director, minor cast differences and missing year in Record B"
a464,c2322,0.7125,1,0.85,"same title and director, minor year inconsistency"
a2617,a467,0.6583333333333333,0,0.95,different title and year
a468,b447,0.7291666666666667,0,0.8,"same title and director, but different year and mostly different cast"
a468,c2364,0.7125,1,0.85,"same title and director, minor year inconsistency"
a471,b449,0.74,1,0.85,"same title, similar director and cast, minor year discrepancy"
a501,c2135,0.7303048780487805,0,0.95,different title and year
a116,a521,0.6971153846153846,0,0.95,different title and year
a521,b115,0.6721153846153847,0,0.95,different title and year
a535,b503,0.6521505376344087,1,0.85,same title and director with minor cast inconsistencies
a2759,a550,0.7378048780487805,0,0.95,different title and year
a550,b2522,0.7128048780487806,0,0.95,different title and year
a550,c1686,0.6878048780487805,0,0.95,different title and year
a2759,b517,0.7128048780487806,0,0.95,different title and year
b2522,b517,0.6978048780487804,0,0.95,different title and year
b517,c1686,0.6806620209059233,0,0.95,different title and year
a612,b575,0.7115909090909092,1,0.8,"same title and main cast, minor inconsistencies in year and director"
a612,c2278,0.7024159663865546,1,0.85,"same title and main cast, minor year and director inconsistencies"
a617,b580,0.7250000000000001,1,0.9,"same title, director, and main cast"
b580,d1172,0.7250000000000001,1,0.9,"same title, director, and most of the cast"
a1323,a625,0.6785714285714286,0,0.95,different title and year
a1325,a625,0.6875,0,0.95,different title and year
a625,b1147,0.6625000000000001,0,0.95,different title and year
a1323,a1325,0.6785714285714286,0,0.95,different title and year
a1323,b589,0.6535714285714287,0,0.95,different title and year
a1323,b1147,0.6535714285714287,0,0.95,different title and year
a1325,b589,0.6625000000000001,0,0.95,different title and year
a681,d3257,0.65,0,0.95,"same title and director, but different year and cast, indicating a likely remake"
b636,d3257,0.65,0,0.95,"same title and director, but different year and cast"
d1944,d3257,0.65,0,0.95,"same title and director, but different year and cast, indicating a likely remake"
a706,c1369,0.7458333333333333,1,0.85,"same title and director, minor year inconsistency"
a719,b672,0.6666666666666667,0,0.95,"same title and director, but different year and cast"
a719,c2174,0.7000000000000001,1,0.8,"same title and main cast, but different year and additional cast members in Record B"
a728,c2864,0.7458333333333333,1,0.85,"same title and director, minor year inconsistency"
a735,c2820,0.7458333333333333,1,0.85,"same title and director, minor year inconsistency"
b731,c2756,0.7402777777777777,1,0.85,"same title and main cast, minor director name variation and year difference"
a796,b739,0.7291666666666667,1,0.85,"same title and director, minor year inconsistency and similar cast"
a810,c2856,0.7291666666666667,1,0.85,"same title and director, minor year inconsistency"
a852,c2840,0.7125,1,0.85,"same title and director, minor year inconsistency"
b796,c2840,0.7125,1,0.85,"same title and director, minor year inconsistency"
a863,c2968,0.7333333333333334,1,0.9,"same title and year, despite missing director and cast information in Record B"
a882,b823,0.6900000000000001,1,0.85,"same title and director, overlapping cast"
a884,b825,0.6900000000000001,1,0.85,"same title and director, minor year inconsistency and cast variation"
b830,d2187,0.7250000000000001,1,0.85,"same title, director, and most of the cast, but different year"
c2766,d2187,0.6875,1,0.8,"same title and director, but year differs by 2 years and cast is partially matching"
a894,b834,0.6900000000000001,1,0.8,"same title, director, and main cast, but different year and minor cast inconsistency"
a939,b877,0.6900000000000001,1,0.85,"same title and director, minor cast inconsistencies"
b877,d899,0.6900000000000001,1,0.85,"same title and director, partial cast match"
a941,c2609,0.7410714285714286,1,0.85,"same title and director, minor year inconsistency"
a955,b889,0.65,0,0.95,"same title and director, but different year and cast"
b899,c2639,0.7037579957356077,1,0.85,"same director and main cast, minor title variation and year difference"
a989,b920,0.6900000000000001,1,0.8,"same title and director, minor year and cast inconsistencies"
a993,b924,0.7291666666666667,1,0.8,"same title and director, minor year discrepancy and cast differences"
c1770,c1774,0.6666666666666667,0,0.95,different title
a1056,b981,0.65,1,0.75,"same title and director, but different cast and missing year in Record B"
b981,d1420,0.65,0,0.95,"same title and director, but different cast and year"
a1072,b995,0.7125,1,0.85,"same title and director, minor year inconsistency and cast overlap"
a1072,c2667,0.7125,1,0.85,"same title and director, minor year inconsistency"
a1078,c2696,0.7458333333333333,1,0.85,"same title and director, minor year discrepancy and some cast overlap"
a1082,c2625,0.7459821428571428,1,0.85,"same title, director and main cast, minor year inconsistency"
a1084,b2132,0.6666666666666667,1,0.85,"same title and director, minor cast inconsistencies"
a1089,c2982,0.7375,1,0.85,"same title and director, minor year inconsistency"
b2136,c2982,0.7458333333333333,1,0.85,"same title and director, minor year inconsistency and cast overlap"
a1091,b2138,0.693452380952381,1,0.75,"same title, similar director name, but different year and partially different cast"
a1092,b2139,0.7380281690140845,1,0.75,"same year and director, similar title"
a1094,b2141,0.7291666666666667,1,0.8,"same title and director, minor year inconsistency and cast overlap"
a1127,c113,0.7313172043010753,1,0.85,"same title, director and main cast, minor year inconsistency"
a1128,b2173,0.65,0,0.95,"same title and director, but different year and cast"
a1137,c3094,0.7125,0,0.95,different year and cast
b2179,c3094,0.7224999999999999,1,0.85,"same title and main cast, minor inconsistencies in year and director name"
a1139,b2181,0.7125,1,0.8,"same title and director, minor year inconsistency"
a1144,b2186,0.7291666666666667,1,0.8,"same title and director, minor year and cast inconsistencies"
a1147,b2188,0.7291666666666667,1,0.85,"same title and director, minor year inconsistency"
a1152,b2193,0.7461538461538462,0,0.95,different title and cast
b2193,b2194,0.7461538461538462,0,0.95,different title and cast
b2193,d2169,0.7461538461538462,0,0.95,different title and cast
b2193,c22,0.7461538461538462,0,0.95,different title and cast
a1156,c3142,0.7347222222222223,1,0.85,"same title and director, minor year inconsistency"
a1168,b2207,0.7047058823529412,1,0.85,"same title (ignoring subtitle), year and director, minor cast inconsistencies"
a1178,b1010,0.7036764705882352,1,0.8,"same title, similar director name, minor year discrepancy"
a1211,b1041,0.7250000000000001,1,0.9,"same title, director, and main cast"
b1048,b2767,0.6650882352941175,0,0.95,"different title, year, director and most of the cast"
a1234,b1061,0.7291666666666667,1,0.85,"same title, director and main cast, minor year discrepancy"
a1243,b1070,0.7291666666666667,1,0.8,"same title and director, minor year and cast inconsistencies"
a1261,b1086,0.6900000000000001,1,0.9,"same title and director, minor cast inconsistency"
a1265,b1090,0.6666666666666667,1,0.8,"same title and director, different cast and missing year in Record B"
a1293,b1116,0.7322368421052632,1,0.85,"same title and main cast, minor inconsistencies in year and director"
a1342,b1163,0.7250000000000001,1,0.85,"same title, director and main cast, minor year inconsistency"
a1345,b1166,0.7291666666666667,0,0.75,"same title and director, but different year and cast"
a1383,b1203,0.7291666666666667,1,0.8,"same title and director, minor year discrepancy and cast differences"
a1390,b1210,0.7225,1,0.85,"same title and main cast, minor inconsistencies in year and director name"
a1421,b1238,0.7019230769230769,1,0.85,"same title and main cast, minor director name variation"
a1455,b1264,0.7291666666666667,1,0.8,"same title and director, minor year discrepancy and different cast"
a1455,c2673,0.7347222222222223,1,0.85,"same title and director, minor year inconsistency"
a1494,b1302,0.7250000000000001,1,0.8,"same title, director, and most of cast, but different year"
a1508,b1311,0.6900000000000001,1,0.8,"same title and director, minor year discrepancy and cast overlap"
a1510,b1313,0.6900000000000001,1,0.85,"same title and director, minor cast inconsistencies"
a1516,a1729,0.6785714285714286,0,0.95,different title and year
a1538,a2562,0.6545454545454545,0,0.95,different title and year
a1538,d2083,0.6545454545454545,0,0.95,different title and year
a1538,d3429,0.65,0,0.95,different title and year
a2562,d3100,0.6545454545454545,0,0.95,different title and year
a2562,d3429,0.65,0,0.95,different title and year
d2083,d3100,0.6545454545454545,0,0.95,different title and year
d2083,d3429,0.65,0,0.95,different title and year
d3100,d3429,0.65,0,0.95,different title and year
a1539,b1338,0.6900000000000001,0,0.85,"same title and director, but different year and some cast members"
a1543,b1146,0.7108333333333333,0,0.85,"different title and year, although same director and some cast members"
b1146,b1341,0.7308333333333332,0,0.95,"different title and year, with sequel indication"
a1545,b1343,0.7125,1,0.8,"same title and director, minor year inconsistency"
a1551,a1756,0.6666666666666667,0,0.95,different title and year
a1569,b1368,0.7495238095238096,1,0.85,"same year, director, and partial cast match"
a1604,b1392,0.7388636363636364,1,0.85,"same title and main cast, minor inconsistencies in year and director name"
a1644,b1427,0.670343137254902,0,0.8,"different year and mostly different cast, but same director and similar title"
a1645,b1428,0.701388888888889,1,0.85,"same title and main cast, minor year and director inconsistency"
a1689,d2739,0.7330882352941176,0,0.95,different title and year
b1474,d2739,0.7041666666666668,0,0.95,different title and year
d2653,d2739,0.7330882352941176,0,0.95,different title and year
a1717,b1500,0.7125,1,0.8,"same title and director, minor year inconsistency"
a1516,a1729,0.6785714285714286,0,0.95,different title and year
a1737,b1519,0.6900000000000001,0,0.95,different year
b1519,c262,0.6785714285714286,1,0.8,"Same title and director, overlapping cast, but different year"
a1748,c220,0.7125,0,0.2,different year and incomplete cast in Record B
a1767,a2582,0.6583333333333333,0,0.0,Different title and year
a1767,d2091,0.6583333333333333,0,0.2,Different title and year
a1767,d2878,0.6545454545454545,0,0.2,"Different title and year, same director and main cast"
a2582,d2586,0.6583333333333333,0,0.2,Different title and year
a2582,d2878,0.6545454545454545,0,0.2,Different year and title
b2355,b2675,0.6645454545454546,0,0.2,Different year and title
d2091,d2586,0.6583333333333333,0,0.0,Different title and year
d2091,d2878,0.6545454545454545,0,0.2,Different year and title
d2586,d2878,0.6545454545454545,0,0.2,"Different title and year, although same director and main cast"
a1832,b1607,0.7291666666666667,1,0.8,"same title and director, similar cast, but different year"
a1833,c281,0.7453571428571428,1,0.8,"same title and cast, minor director name variation and year difference"
a1839,b1613,0.7291666666666667,0,0.6,"Same title and director, but different year and cast"
a1844,b1618,0.7369827586206896,1,0.8,"same title and most of the cast, but different year and slightly different director name"
a1853,b1626,0.7446428571428572,1,0.8,"Same title and main cast, but slightly different director name and year"
a1887,b1658,0.7250000000000001,1,0.9,"Same title, director, and main cast"
a1915,c3459,0.6928571428571428,0,0.0,Different year and inconsistent cast
b1686,c3459,0.7071428571428572,0,0.2,Different year and inconsistent cast
c3459,d2437,0.6928571428571428,0,0.2,Different year and partial cast match
b1696,c162,0.7339285714285715,1,0.8,"Same title and director, similar cast, but different year"
b1704,c288,0.7458333333333333,1,0.8,"Same title and director, similar cast, but different year"
a1942,c153,0.6722222222222223,1,0.8,"Same title and director, similar cast, but different year"
a1943,c279,0.7291666666666667,1,0.8,"Same title and director, similar cast, but different year"
a1972,a2343,0.6740384615384615,0,0.0,Different title and year
a1972,b2062,0.6740384615384615,0,0.2,Different title and cast
a2343,b1529,0.6679778554778554,0,0.2,Different title and year
b1529,b2062,0.6655969030969029,0,0.2,Different title and year
a1978,b1744,0.6900000000000001,0,0.6,"Same title and director, but different year and some cast differences"
a1978,c246,0.68,0,0.6,"Same title and director, but different year and some cast differences"
a1993,b1758,0.6666666666666667,0,0.6,"same title and director, but different year and partial cast match"
a2013,b1779,0.7125,1,0.8,"Same title and director, but different year and cast"
a2013,c314,0.7125,1,0.8,"Same title and director, but different year and cast"
a2016,b1778,0.687121212121212,1,0.9,"Same director, year, and main cast, minor title difference"
a2016,c250,0.6621212121212121,1,0.9,"Same director, year, and most cast members, minor title variation"
a4,b3,0.7000000000000001,1,0.9,"same title, director, and most cast members"
a5,b4,0.7250000000000001,1,0.9,"identical title, director, and main cast"
a7,b7,0.6900000000000001,1,0.8,"Same title and director, similar cast"
a7,c1846,0.71,1,0.9,"Same title and director, similar cast"
b7,c1846,0.73,1,0.8,"Same title and director, similar cast"
a9,b10,0.7250000000000001,1,0.9,"Same title, director, and significant cast overlap"
b10,d935,0.7250000000000001,1,0.9,"Same title and director, similar cast"
a13,b14,0.6900000000000001,1,0.8,"Same title and director, similar cast"
a13,c1863,0.6833333333333333,1,0.8,"Same title and director, similar cast"
b14,d959,0.6900000000000001,1,0.8,"Same title and director, similar cast"
b14,c1863,0.73,1,0.9,"Same title, director, and main cast"
a15,b17,0.7250000000000001,1,0.9,"Same title, director, and main cast"
a16,d903,0.7000000000000001,1,0.8,"Same title and director, similar cast"
a17,b19,0.7250000000000001,1,0.9,"identical title, director, and most cast members"
a17,c1976,0.7000000000000001,1,0.9,"Same title, director, and main cast"
b19,d901,0.7250000000000001,1,0.9,"same title, director, and most cast members"
b19,c1976,0.7166666666666667,1,0.9,"Same title, director, and main cast"
b1545,d235,0.7250000000000001,1,0.9,"Same title, director, and most cast members"
b1545,c1168,0.6807692307692308,1,0.9,"Same title, director, and main cast"
a18,b20,0.6900000000000001,1,0.8,"Same title and director, similar cast"
a19,b21,0.7250000000000001,1,0.9,"Identical title, director, and main cast"
a22,b24,0.7250000000000001,1,0.9,"Same title, director, and mostly same cast"
a22,c1832,0.71,1,0.9,"Same title and director, similar cast"
b24,c1832,0.73,1,0.9,"Same title, director, and most cast members"
a24,b26,0.7250000000000001,1,0.9,"Same title, director, and similar cast"
a30,b32,0.7250000000000001,1,0.9,"Identical title, director, and most cast members"
b32,c1935,0.7071428571428572,1,0.9,"Same title, director, and most cast members"
a31,b33,0.7250000000000001,1,0.9,"same title, director, and main cast"
a32,b34,0.7250000000000001,1,0.9,"Same title, director, and mostly same cast"
b34,d1003,0.7250000000000001,1,0.9,"Same title and director, similar cast"
a36,b38,0.7250000000000001,1,0.9,"identical title, director, and most cast members"
a43,b44,0.7250000000000001,1,0.9,"Same title, director, and main cast"
b44,c1881,0.71,1,0.9,"Same title and director, similar cast"
a47,b49,0.7250000000000001,1,0.9,"Same title, director, and main cast"
a47,c2059,0.71,1,0.9,"Same title and director, similar cast"
b49,c2059,0.73,1,0.9,"Same title, director, and main cast"
a50,b52,0.7250000000000001,1,0.9,"Same title, director, and main cast, minor cast difference"
a50,c1958,0.7250000000000001,1,0.9,"Same title, director, and main cast"
b52,c1958,0.71,1,0.9,"Same title and director, similar cast"
a51,b53,0.7250000000000001,1,0.9,"Same title, director, and main cast"
a57,b58,0.7250000000000001,1,0.9,"Same title and director, similar cast"
a58,b59,0.7250000000000001,1,0.9,"Same title, director, and main cast"
a61,b63,0.7250000000000001,1,0.9,"Identical title, director, and most cast members"
a62,b62,0.7250000000000001,1,0.9,"Same title, director, and main cast"
b1778,d2484,0.687121212121212,1,0.9,"Same director, year, and most cast members, with a subtitle variation in title"
c250,d2484,0.6621212121212121,1,0.9,"Same director, year, and partial cast match despite title variation"
a2019,b1782,0.7486111111111111,1,0.8,"Same title and cast, minor director name variation and year difference"
a2028,b1789,0.7125,1,0.8,"Same title and director, similar cast"
a2047,b1806,0.7125,0,0.2,"Same title and director, but different year and cast"
a2052,b1811,0.6666666666666667,0,0.7,"same title and director, but different year and cast variations"
a2064,b1820,0.65,1,0.8,"Same title and director, different cast and missing year in Record B"
a2065,b1821,0.6900000000000001,1,0.8,"Same title and director, similar cast"
b1834,c135,0.7458333333333333,1,0.8,"Same title and director, similar cast, but different year"
a2080,c103,0.7410714285714286,1,0.8,"Same title and director, similar cast, but different year and some cast variations"
a2096,b1848,0.7250000000000001,0,0.8,"Same title and director, but different year and slightly different cast"
a2100,b1851,0.7291666666666667,1,0.8,"Same title and director, but different year and some cast members"
a2109,b1860,0.65,1,0.7,"Same title and director, but different cast"
a2122,b1872,0.7250000000000001,1,0.9,"Same title, director, and most cast members"
a2128,c151,0.7458333333333333,1,0.8,"same title and director, similar cast, but different year"
a2730,d1717,0.6666666666666666,0,0.2,Different title and year
b2495,d1717,0.6566666666666666,0,0.2,Different title and year
b2495,c2800,0.6666666666666666,0,0.2,Different title and year
d1717,d626,0.6666666666666666,0,0.4,different title and year
c133,d2301,0.7458333333333333,1,0.8,"Same title and director, but different year and partial cast mismatch"
a2161,c3100,0.7291666666666667,1,0.8,"Same title and director, but different year and some cast overlap"
b1906,c3100,0.7375,1,0.8,"Same title and director, similar cast, but different year and some cast variations"
a2169,c3165,0.7085,1,0.8,"Same title and director, similar cast, but different year and extra director credit"
b1914,c3165,0.7251666666666666,1,0.8,"Same title, director, and most cast members, but different year and additional cast members in Record B"
a2171,b1916,0.7031578947368422,1,0.9,"Same director, year, and most cast members, with a minor title variation and some cast differences."
a2173,b1918,0.7250000000000001,0,0.8,"same title, director, and most cast members, but different year"
a2179,b1922,0.7176282051282051,0,0.2,"Different year and cast, similar director and title"
a2185,c110,0.7375,1,0.8,"Same title and director, similar cast, but different year"
a2199,b1939,0.7250000000000001,1,0.8,"same title and director, similar cast, but different year"
a2202,b1942,0.7291666666666667,1,0.8,"Same title and director, similar cast, but different year"
b1942,c205,0.725,1,0.8,"Same title and director, similar cast, but different year and some cast variations"
a2213,c29,0.7375,1,0.8,"Same title and director, but different year and additional cast members in Record B"
b1952,c29,0.7355769230769231,1,0.8,"Same title and director, but different year and additional cast members in Record B"
a2229,b1967,0.7291666666666667,1,0.8,"Same title and director, similar cast, but different year"
a2249,b1983,0.6666666666666667,1,0.8,"Same title and director, different cast and missing year in Record B"
a2255,b1990,0.6900000000000001,0,0.6,"same title and director, but different year and cast"
a2278,b2010,0.6900000000000001,1,0.8,"Same title and director, similar cast"
a2290,b2020,0.7250000000000001,1,0.9,"same title, director, and most cast members"
a2293,b2023,0.7136494252873563,1,0.8,"Same title and mostly identical cast and director, despite minor spelling variations and year difference"
a2303,c19,0.6875,1,0.8,"Same title and director, similar cast, but different year"
a2306,b2036,0.6900000000000001,0,0.7,"same title and director, but different year and cast"
a2311,a2546,0.7027439024390244,0,0.6,"Same director and cast, but different title and year"
a2311,d2101,0.7027439024390244,0,0.6,"Same director and cast, but different title and year"
a2546,d2259,0.7027439024390244,0,0.0,Different title and year
d2101,d2259,0.7027439024390244,0,0.0,Different title and year
a2319,b2043,0.7250000000000001,1,0.9,"Same title and director, similar cast"
a2323,b2047,0.660144927536232,1,0.8,"Same title and common cast member, but different director spelling and missing year in Record B"
a2348,b2067,0.7069444444444445,0,0.6,"Same title, but different year and director spelling, and mostly different cast"
a2358,b2076,0.6900000000000001,0,0.6,"same title and director, but different year and partial cast mismatch"
b2076,d2924,0.6900000000000001,0,0.6,"same title and director, but different year and partial cast mismatch"
a2361,b2079,0.7291666666666667,1,0.8,"Same title and director, similar cast, but different year and some cast variations"
a2363,b2081,0.7291666666666667,0,0.6,"Same title and director, but different year and some cast members"
a2385,c63,0.7425,0,0.8,"same title and director, but different year"
c63,d2275,0.7425,1,0.8,"same title and director, but different year and partial cast match"
a2400,b2111,0.7125,0,0.2,Different cast and year
a2401,b2112,0.65,0,0.2,Different year and cast
c171,d2509,0.7458333333333333,1,0.8,"Same title and director, similar cast, but different year and some cast differences"
b2116,c3164,0.7375,1,0.8,"Same title and director, similar cast, but different year and some cast variations"
a2440,b2226,0.7291666666666667,1,0.8,"Same title and director, similar cast, but different year"
a2441,b2227,0.7291666666666667,1,0.8,"Same title and director, but different year and some cast members"
a2441,c3139,0.7291666666666667,1,0.8,"Same title and director, but different cast and year"
a2478,c13,0.7125,1,0.8,"same title and director, but different year and incomplete cast in Record B"
a2481,b2262,0.7291666666666667,1,0.8,"Same title and director, similar cast, but different year"
a2481,c3128,0.7458333333333333,1,0.8,"Same title and director, similar cast, but different year"
a2516,b2293,0.7250000000000001,1,0.9,"Same title and director, similar cast"
a2517,b2294,0.6900000000000001,1,0.8,"Same title and director, similar cast"
a2529,b2305,0.7250000000000001,1,0.9,"Same title, director, and most cast members"
a2533,b2308,0.65,0,0.4,"Same title and director, but different cast and missing year in Record B"
a2311,a2546,0.7027439024390244,0,0.6,"Same director and cast, but different title and year"
a2311,d2101,0.7027439024390244,0,0.6,"Different title, same director and cast"
a2546,d2259,0.7027439024390244,0,0.0,Different title and year
d2101,d2259,0.7027439024390244,0,0.0,Different title and year
a2549,b2321,0.7250000000000001,1,0.9,"Same title, director, and most cast members"
a2579,b2352,0.7291666666666667,1,0.8,"Same title and director, but different cast and year"
b2353,d2336,0.7291666666666667,0,0.6,"Same title and director, but different year and some cast members"
